Date,Jday,RB WY01,RB WY02,RB WY03,RB WY04,RB WY05,RB WY06,RB WY07,RB WY08,RB WY09,RB WY10,RB WY11,RB WY12,RB WY13,RB WY14,RB WY15,RB WY16,RB WY17,RB WY18,RB WY19,WB WY01,WB WY02,WB WY03,WB WY04,WB WY05,WB WY06,WB WY07,WB WY08,WB WY09,WB WY10,WB WY11,WB WY12,WB WY13,WB WY14,WB WY15,WB WY16,WB WY17,WB WY18,WB WY19
1-Oct,1,0.662688,0.713664,1.580256,1.095984,0.89208,1.478304,9.17568,0.458784,3.05856,3.772224,43.3296,3.56832,12.48912,0.586224,0.484272,1.7000496,0.5377968,0.6091632,1.8886608,1.233880615,1.129314462,2.091323077,1.693971692,1.171140923,2.509587692,9.201821538,0.962008615,6.692233846,3.492509538,48.30956308,4.182646154,24.25934769,1.045661538,0.794702769,2.467761231,0.757058954,0.771698215,3.095158154
2-Oct,2,0.6372,0.6372,1.682208,0.917568,0.943056,1.045008,10.95984,0.407808,4.58784,4.33296,11.21472,6.11712,3.8232,0.611712,0.560736,0.8487504,0.5709312,0.598968,16.261344,1.192054154,1.045661538,2.091323077,1.484839385,1.212967385,1.965843692,9.620086154,0.878355692,10.03835077,3.764381538,11.29314462,8.574424615,6.064836923,1.003835077,0.794702769,1.242245908,0.811433354,0.754967631,19.86756923
3-Oct,3,0.586224,0.611712,1.809648,1.045008,1.045008,0.866592,5.35248,0.407808,2.395872,6.321024,4.84272,6.11712,2.5488,0.662688,0.586224,0.6193584,0.6091632,0.5913216,9.277632,1.150227692,0.982921846,2.509587692,1.965843692,1.233880615,1.693971692,5.646572308,0.899268923,4.600910769,6.566754462,5.43744,8.783556923,3.764381538,0.962008615,0.773789538,1.1690496,0.8699904,0.853259815,11.690496
4-Oct,4,0.6372,0.586224,1.503792,4.07808,0.968544,0.739152,6.11712,0.38232,1.478304,3.389904,3.05856,4.07808,5.0976,0.662688,1.503792,0.5199552,0.70092,0.5938704,3.084048,1.150227692,0.899268923,1.986756923,6.901366154,1.192054154,1.463926154,9.620086154,0.962008615,3.136984615,3.576162462,3.764381538,5.855704615,8.783556923,0.962008615,1.861277538,0.989195815,0.995469785,0.957825969,5.102828308
5-Oct,5,0.713664,0.586224,1.503792,4.33296,1.01952,0.662688,10.1952,0.356832,1.070496,2.80368,2.217456,3.8232,4.07808,0.688176,2.80368,0.4485888,0.688176,0.8462016,1.9166976,1.254793846,0.878355692,2.028583385,6.273969231,1.192054154,1.35936,12.12967385,0.836529231,2.509587692,3.095158154,2.71872,6.064836923,6.692233846,0.941095385,3.555249231,0.811433354,0.939004062,1.313350892,3.367030154
6-Oct,6,4.58784,0.994032,1.248912,2.191968,0.968544,0.6372,3.8232,1.78416,0.89208,3.033072,2.140992,2.80368,3.31344,0.917568,0.917568,0.4129056,0.6193584,0.6448464,1.4961456,6.064836923,1.401186462,1.652145231,3.136984615,1.066574769,1.212967385,4.600910769,1.484839385,2.049496615,2.739633231,3.136984615,3.555249231,5.646572308,1.171140923,1.35936,0.711049846,0.920182154,0.907634215,2.614153846
7-Oct,7,2.80368,1.580256,1.121472,1.503792,0.968544,0.76464,2.80368,3.56832,0.790128,10.603008,6.88176,2.064528,2.80368,5.35248,0.866592,0.3874176,0.598968,0.649944,4.919184,3.973513846,1.735798154,1.484839385,2.300455385,1.045661538,1.484839385,3.346116923,2.509587692,1.756711385,12.27606646,6.483101538,2.71872,4.182646154,7.947027692,1.35936,0.683862646,0.880447015,0.907634215,5.019175385
8-Oct,8,2.80368,1.478304,1.01952,1.197936,0.943056,10.70496,2.319408,12.744,0.713664,9.583488,5.0976,1.733184,2.446848,3.56832,1.962576,0.3721248,0.6270048,0.7340544,2.4901776,3.555249231,1.756711385,1.35936,1.944930462,1.024748308,12.12967385,2.927852308,10.03835077,1.568492308,10.31022277,5.228307692,2.300455385,3.346116923,5.019175385,3.136984615,0.656675446,0.861625108,1.187871508,3.387943385
9-Oct,9,1.886112,1.52928,0.994032,1.01952,0.943056,4.33296,1.988064,3.8232,1.172448,4.154544,3.8232,1.580256,1.988064,1.478304,1.452816,1.1112768,0.7926768,3.211488,2.1511872,2.71872,1.882190769,1.254793846,1.610318769,1.024748308,4.391778462,2.509587692,4.182646154,1.484839385,4.496344615,4.182646154,1.944930462,2.71872,2.091323077,2.300455385,1.323807508,0.882538338,4.057166769,2.906939077
10-Oct,10,1.605744,2.42136,0.968544,0.943056,0.968544,2.446848,1.78416,3.05856,0.943056,4.562352,2.5488,1.427328,2.80368,1.070496,0.943056,1.5700608,0.8436528,3.338928,1.8682704,2.091323077,2.927852308,1.129314462,1.35936,1.024748308,3.136984615,2.300455385,3.555249231,1.505752615,5.249220923,2.927852308,1.756711385,4.182646154,1.652145231,1.484839385,2.174976,0.851168492,4.517257846,2.927852308
11-Oct,11,2.80368,1.835136,0.968544,0.89208,1.070496,1.886112,1.631232,2.217456,0.841104,3.287952,2.064528,1.325376,3.56832,0.89208,0.76464,0.7366032,0.879336,1.0016784,17.867088,3.555249231,2.300455385,1.045661538,1.192054154,1.150227692,2.71872,2.007670154,2.71872,1.589405538,3.889860923,2.300455385,1.589405538,5.019175385,1.443012923,1.254793846,0.915999508,0.784246154,1.716976246,25.09587692
12-Oct,12,4.84272,1.223424,0.943056,0.917568,1.01952,1.478304,3.56832,4.07808,0.76464,2.370384,1.758672,1.299888,2.5488,0.815616,0.662688,0.5276016,0.8691408,0.7799328,8.334576,5.43744,1.589405538,0.982921846,1.087488,1.045661538,2.300455385,1.944930462,5.228307692,1.505752615,2.948765538,2.070409846,1.463926154,3.555249231,1.275707077,1.129314462,1.154410338,0.708958523,1.269433108,10.85396677
13-Oct,13,4.84272,1.045008,1.427328,1.095984,0.994032,1.299888,4.58784,3.31344,0.76464,2.574288,1.554768,1.52928,2.03904,0.76464,0.611712,0.5276016,1.0628496,0.7162128,3.491856,6.483101538,1.338446769,1.526665846,1.066574769,1.066574769,2.007670154,3.346116923,4.182646154,1.422099692,2.969678769,1.861277538,1.631232,2.927852308,1.171140923,1.045661538,1.022656985,0.790520123,1.118857846,5.688398769
14-Oct,14,3.05856,0.968544,2.472336,1.070496,0.968544,2.115504,2.5488,3.31344,0.790128,2.344896,1.427328,7.39152,2.80368,0.815616,0.611712,0.917568,1.21068,0.7187616,2.395872,5.855704615,1.192054154,2.71872,1.003835077,1.024748308,2.927852308,2.509587692,5.646572308,1.401186462,2.635067077,1.714884923,11.08401231,4.182646154,1.192054154,1.003835077,1.595679508,0.855351138,1.074940062,4.098993231
15-Oct,15,1.962576,2.5488,1.452816,9.43056,1.40184,18.35136,2.191968,2.395872,0.841104,1.835136,11.97936,12.99888,2.80368,0.841104,0.611712,0.8462016,1.1902896,0.739152,2.2123584,3.764381538,4.600910769,1.652145231,11.71140923,1.192054154,20.28583385,2.300455385,3.346116923,1.296620308,2.258628923,16.73058462,20.49496615,4.182646154,1.150227692,0.982921846,1.478565415,0.865807754,1.066574769,4.266299077
16-Oct,16,1.580256,1.682208,4.07808,4.58784,4.07808,47.1528,1.886112,1.988064,2.013552,1.631232,18.09648,5.0976,2.497824,0.76464,5.60736,0.8818848,1.2132288,0.841104,2.80368,2.71872,2.300455385,3.555249231,8.15616,4.810043077,37.22555077,2.091323077,2.927852308,2.091323077,2.049496615,17.56711385,7.737895385,3.346116923,1.087488,6.483101538,1.574766277,0.8699904,1.279889723,4.935522462
17-Oct,17,1.350864,1.350864,9.94032,2.523312,1.937088,35.6832,2.5488,1.65672,1.631232,1.554768,11.72448,3.8232,1.962576,1.299888,4.33296,0.9481536,1.2259728,0.7875792,2.2327488,2.300455385,1.924017231,8.15616,4.600910769,2.300455385,36.17988923,2.509587692,2.300455385,1.861277538,1.903104,10.87488,6.273969231,2.509587692,1.589405538,4.182646154,1.896830031,0.909725538,1.118857846,4.015340308
18-Oct,18,3.8232,1.223424,6.88176,1.9116,1.427328,15.2928,12.48912,1.427328,1.121472,1.452816,6.88176,4.33296,1.631232,3.05856,3.05856,0.7977744,1.2642048,0.7569936,1.873368,5.855704615,1.735798154,4.810043077,3.555249231,1.735798154,16.93971692,9.201821538,2.007670154,1.505752615,1.819451077,7.528763077,8.783556923,2.091323077,2.927852308,5.228307692,1.449286892,0.878355692,1.045661538,3.367030154
19-Oct,19,3.56832,1.095984,9.17568,1.580256,1.197936,22.17456,4.58784,1.758672,0.968544,1.376352,4.07808,3.05856,14.27328,1.682208,9.68544,0.6983712,1.9090512,0.7417008,1.65672,5.019175385,1.547579077,8.574424615,2.927852308,1.296620308,24.25934769,4.182646154,2.091323077,1.380273231,1.714884923,5.228307692,4.600910769,21.95889231,1.735798154,14.22099692,1.143953723,1.574766277,0.995469785,3.095158154
20-Oct,20,2.090016,1.045008,8.9208,1.350864,1.095984,6.88176,25.23312,10.45008,0.866592,1.376352,3.31344,3.31344,11.97936,1.299888,3.05856,0.981288,1.4808528,0.7238592,1.5955488,3.346116923,1.484839385,8.574424615,2.300455385,1.212967385,9.829218462,20.28583385,10.24748308,1.317533538,1.693971692,4.182646154,4.391778462,16.73058462,1.463926154,3.973513846,1.735798154,1.139771077,0.941095385,2.948765538
21-Oct,21,1.580256,3.8232,3.8232,21.91968,1.01952,3.8232,12.744,3.31344,1.197936,1.427328,6.372,3.31344,4.07808,1.070496,3.8232,1.0730448,2.625264,0.726408,1.3865472,2.71872,6.692233846,3.973513846,27.60546462,1.171140923,5.855704615,10.87488,3.973513846,1.819451077,1.756711385,6.901366154,4.810043077,5.855704615,1.254793846,4.600910769,2.068318523,2.593240615,0.926456123,2.488674462
22-Oct,22,1.40184,4.33296,2.5488,6.372,0.968544,2.80368,5.35248,2.319408,1.427328,2.395872,4.84272,3.8232,2.80368,1.14696,4.58784,0.9634464,4.358448,0.7366032,1.248912,2.091323077,7.110498462,2.927852308,8.783556923,1.045661538,4.600910769,5.646572308,2.300455385,2.091323077,2.760546462,5.43744,7.528763077,3.764381538,1.380273231,5.228307692,1.675149785,4.579997538,0.920182154,2.195889231
23-Oct,23,1.223424,2.03904,2.140992,3.05856,0.943056,4.58784,9.68544,11.72448,1.095984,3.033072,3.05856,3.31344,2.217456,1.095984,4.33296,0.7875792,2.67624,0.7213104,1.2922416,1.882190769,3.346116923,2.509587692,4.600910769,1.024748308,7.319630769,9.620086154,13.5936,1.693971692,3.095158154,3.764381538,5.228307692,3.136984615,1.317533538,5.019175385,1.334264123,3.325203692,0.909725538,2.091323077
24-Oct,24,1.172448,1.605744,1.860624,2.140992,0.917568,4.84272,11.4696,11.72448,0.968544,7.467984,2.5488,3.05856,1.9116,1.070496,5.0976,0.6932736,1.8912096,1.1877408,1.3049856,1.568492308,2.71872,2.028583385,3.346116923,1.024748308,6.064836923,10.24748308,12.96620308,1.589405538,6.901366154,3.346116923,4.600910769,2.509587692,1.422099692,5.43744,1.242245908,1.681423754,1.562218338,2.043222646
25-Oct,25,1.045008,4.07808,1.682208,1.809648,0.89208,9.43056,15.54768,4.07808,4.07808,8.946288,4.33296,3.8232,1.631232,1.223424,3.31344,1.095984,1.414584,1.1393136,1.2208752,1.443012923,5.019175385,1.798537846,2.509587692,1.003835077,11.29314462,14.84839385,5.43744,5.855704615,8.825383385,6.483101538,5.019175385,2.300455385,1.547579077,4.182646154,2.133149538,1.35936,1.670967138,1.834090338
26-Oct,26,0.994032,2.80368,1.9116,2.80368,0.866592,6.11712,8.66592,2.80368,12.23424,3.772224,4.84272,2.80368,1.452816,1.197936,8.9208,1.032264,1.1800944,8.15616,1.1189232,1.338446769,3.764381538,1.924017231,4.182646154,0.962008615,8.15616,8.365292308,3.764381538,14.43012923,3.638902154,8.574424615,3.555249231,1.986756923,1.463926154,10.66574769,1.903104,1.1690496,7.716982154,1.817359754
27-Oct,27,0.968544,2.242944,2.5488,23.19408,0.866592,4.33296,5.0976,16.05744,2.80368,2.625264,5.0976,2.472336,1.325376,1.52928,9.17568,0.751896,1.1163744,5.683824,1.197936,1.275707077,3.346116923,2.71872,24.88674462,0.941095385,6.273969231,5.228307692,18.82190769,3.764381538,2.865112615,9.201821538,2.927852308,1.777624615,1.819451077,9.829218462,1.434647631,1.378181908,5.918444308,2.03904
28-Oct,28,0.943056,1.809648,2.395872,12.99888,0.866592,3.05856,31.35024,11.4696,4.07808,2.446848,3.05856,2.140992,1.197936,1.452816,5.0976,2.2454928,2.2480416,1.8121968,2.1588336,1.317533538,2.71872,2.300455385,14.43012923,0.941095385,5.019175385,28.23286154,12.96620308,5.646572308,2.739633231,4.810043077,2.509587692,1.652145231,1.819451077,6.064836923,2.593240615,1.599862154,3.032418462,3.199724308
29-Oct,29,0.943056,1.605744,1.9116,23.44896,0.841104,2.80368,19.37088,4.84272,4.33296,2.395872,3.31344,1.9116,1.121472,1.223424,3.8232,20.059056,7.748352,2.1104064,2.982096,1.296620308,2.300455385,1.944930462,27.1872,0.941095385,4.600910769,18.40364308,6.273969231,6.273969231,2.593240615,4.391778462,2.300455385,1.589405538,1.505752615,4.810043077,24.67761231,7.633329231,3.387943385,3.220637538
30-Oct,30,0.943056,1.707696,1.707696,10.1952,0.815616,5.35248,6.88176,3.31344,2.5488,2.268432,3.8232,1.809648,3.56832,1.070496,3.31344,2.854656,9.328608,25.284096,2.880144,1.338446769,2.300455385,1.714884923,13.80273231,0.920182154,8.15616,7.947027692,4.182646154,3.764381538,2.425934769,4.600910769,2.091323077,5.43744,1.380273231,4.182646154,4.07808,11.16766523,20.32766031,2.739633231
31-Oct,31,1.197936,1.554768,1.580256,4.33296,1.172448,8.41104,6.372,2.80368,2.5488,3.670272,4.84272,1.65672,5.86224,4.58784,2.5488,1.8172944,3.31344,4.791744,2.905632,1.589405538,2.091323077,1.003835077,6.692233846,1.296620308,12.12967385,7.947027692,3.764381538,3.973513846,3.827121231,5.019175385,1.986756923,7.947027692,6.901366154,3.136984615,2.530500923,4.224472615,5.458353231,4.015340308
1-Nov,32,1.045008,3.56832,1.580256,3.05856,1.350864,11.72448,11.97936,2.472336,3.8232,4.613328,3.05856,1.554768,3.05856,11.4696,2.064528,1.554768,2.1384432,2.4570432,6.652368,1.443012923,3.973513846,1.003835077,4.600910769,1.673058462,15.89405538,13.17533538,3.555249231,5.43744,4.391778462,3.555249231,1.840364308,3.973513846,21.12236308,2.927852308,2.133149538,3.032418462,3.764381538,9.620086154
2-Nov,33,0.917568,3.56832,1.478304,2.80368,3.56832,9.94032,6.372,2.115504,2.523312,2.727216,2.5488,1.52928,2.5488,3.56832,1.733184,1.33812,6.219072,5.7348,23.168592,1.443012923,4.600910769,0.543744,3.973513846,3.973513846,15.05752615,7.528763077,3.136984615,3.764381538,2.781459692,3.346116923,1.714884923,3.555249231,5.019175385,2.509587692,1.831999015,6.273969231,5.625659077,25.72327385
3-Nov,34,0.917568,4.58784,1.427328,3.05856,6.62688,4.33296,4.33296,1.886112,2.013552,2.523312,2.319408,1.452816,2.80368,2.16648,1.427328,1.1698992,13.355712,5.632848,20.313936,1.547579077,7.737895385,0.460091077,3.973513846,6.273969231,7.737895385,6.064836923,2.300455385,3.136984615,2.781459692,2.927852308,1.714884923,2.509587692,3.136984615,2.300455385,1.5496704,13.63542646,6.232142769,22.79542154
4-Nov,35,0.943056,2.5488,1.427328,3.31344,1.988064,3.8232,3.56832,1.707696,3.56832,2.217456,3.31344,1.452816,2.5488,1.554768,1.299888,1.0475568,6.830784,3.287952,7.850304,1.693971692,3.973513846,0.543744,4.391778462,2.71872,6.901366154,4.810043077,1.652145231,4.810043077,2.551414154,3.346116923,1.840364308,1.296620308,2.509587692,1.882190769,1.363542646,8.344379077,4.789129846,9.118168615
5-Nov,36,1.860624,4.07808,1.40184,3.05856,1.9116,3.31344,3.05856,1.554768,3.8232,1.886112,10.1952,1.325376,2.115504,1.299888,1.248912,0.9787392,3.69576,2.2352976,4.154544,3.764381538,5.646572308,0.815616,4.391778462,2.007670154,7.319630769,3.555249231,1.965843692,6.273969231,2.321368615,8.365292308,1.568492308,1.254793846,2.091323077,1.589405538,1.346812062,5.270134154,3.722555077,5.353787077
6-Nov,37,1.427328,2.80368,1.503792,3.31344,2.013552,3.05856,2.80368,5.35248,2.472336,1.707696,6.62688,1.248912,1.886112,1.197936,1.223424,0.9736416,3.262464,6.652368,14.477184,2.71872,4.182646154,0.648310154,4.391778462,2.091323077,7.737895385,2.71872,5.019175385,4.391778462,2.133149538,5.646572308,1.505752615,1.212967385,1.903104,1.066574769,1.401186462,4.119906462,8.469858462,14.01186462
7-Nov,38,1.65672,2.80368,1.427328,2.370384,2.242944,4.84272,2.80368,3.05856,2.013552,1.554768,3.8232,1.223424,1.65672,5.86224,1.65672,0.9456048,2.1894192,3.542832,8.9208,3.136984615,3.973513846,0.418264615,3.346116923,2.300455385,9.410953846,2.509587692,2.927852308,3.555249231,1.944930462,3.555249231,1.484839385,1.296620308,9.201821538,1.108401231,1.288255015,3.304290462,4.433604923,9.724652308
8-Nov,39,2.80368,2.472336,1.478304,1.988064,2.217456,2.80368,4.84272,2.370384,1.962576,1.478304,3.31344,1.172448,1.554768,3.31344,1.223424,0.866592,1.9651248,2.179224,4.07808,4.810043077,3.555249231,0.941095385,2.927852308,2.300455385,5.43744,6.273969231,2.71872,3.555249231,1.798537846,3.346116923,1.401186462,1.108401231,2.300455385,1.066574769,0.784246154,3.136984615,3.513422769,5.646572308
9-Nov,40,2.268432,2.5488,3.56832,1.733184,1.631232,2.80368,9.17568,2.03904,2.80368,1.376352,6.372,1.121472,1.452816,2.064528,1.197936,0.8385552,1.9651248,1.7612208,3.084048,4.600910769,3.346116923,3.555249231,1.254793846,1.756711385,5.019175385,11.08401231,2.300455385,4.391778462,1.693971692,6.483101538,1.338446769,1.129314462,1.192054154,1.045661538,1.043570215,2.969678769,2.384108308,4.475431385
10-Nov,41,6.11712,2.217456,9.43056,1.605744,1.427328,5.35248,6.88176,1.835136,2.497824,1.350864,5.86224,1.070496,1.40184,3.05856,1.172448,0.8181648,1.5828048,1.5879024,3.364416,10.87488,2.300455385,8.783556923,1.568492308,1.547579077,5.855704615,8.992689231,1.589405538,2.71872,1.652145231,5.228307692,1.296620308,1.066574769,2.927852308,1.024748308,1.001743754,2.174976,1.700245662,4.768216615
11-Nov,42,4.33296,2.140992,12.23424,1.554768,1.350864,3.05856,5.35248,1.65672,2.064528,1.2744,3.8232,1.172448,2.115504,3.31344,1.350864,0.7926768,1.6159392,1.3483152,2.599776,6.901366154,2.028583385,15.89405538,1.652145231,1.422099692,4.600910769,7.110498462,1.275707077,2.509587692,1.547579077,3.764381538,1.443012923,1.192054154,1.673058462,1.296620308,1.001743754,2.425934769,1.336355446,2.258628923
12-Nov,43,3.56832,1.758672,5.0976,1.682208,1.223424,2.472336,10.1952,1.554768,1.65672,1.223424,3.31344,1.070496,4.33296,2.140992,2.80368,0.9761904,1.3483152,1.2769488,2.1843216,5.43744,0.941095385,7.110498462,1.903104,1.296620308,3.973513846,12.96620308,1.003835077,1.924017231,1.547579077,2.927852308,1.317533538,4.391778462,1.192054154,2.71872,1.183688862,1.269433108,1.428373662,1.890556062
13-Nov,44,2.115504,1.580256,5.35248,10.1952,1.172448,2.242944,7.39152,2.344896,1.580256,1.14696,3.56832,1.045008,9.17568,1.733184,2.090016,7.340544,1.2132288,1.2157776,2.179224,3.555249231,0.962008615,6.692233846,11.92054154,1.254793846,3.555249231,11.08401231,2.927852308,2.71872,1.443012923,2.927852308,1.212967385,13.5936,1.108401231,1.338446769,20.32766031,1.882190769,1.512026585,2.71872
14-Nov,45,2.5488,1.707696,3.31344,4.07808,1.121472,2.140992,11.72448,2.191968,3.31344,4.180032,3.31344,1.045008,3.8232,1.580256,1.452816,6.142608,1.1265696,1.1673504,1.8963072,4.810043077,2.509587692,3.973513846,5.646572308,1.212967385,3.136984615,16.10318769,2.71872,4.810043077,3.848034462,2.71872,1.233880615,2.927852308,1.066574769,1.171140923,9.243648,1.965843692,1.434647631,1.3865472
15-Nov,46,3.56832,3.05856,2.5488,2.80368,1.045008,4.84272,8.41104,10.70496,6.372,6.932736,3.31344,1.40184,2.5488,1.503792,1.14696,2.727216,1.095984,1.1112768,1.8708192,4.810043077,4.810043077,3.136984615,3.346116923,1.171140923,5.43744,10.87488,10.87488,8.365292308,6.357622154,2.927852308,1.840364308,1.714884923,1.024748308,1.087488,2.154062769,1.909377969,1.589405538,1.323807508
16-Nov,47,2.191968,7.90128,2.115504,2.29392,1.01952,16.5672,6.372,5.60736,6.372,3.135024,3.05856,1.248912,2.191968,1.580256,1.045008,3.109536,1.3661568,1.121472,1.8937584,2.927852308,11.71140923,1.129314462,1.589405538,1.254793846,18.61277538,10.03835077,6.273969231,8.574424615,2.133149538,2.927852308,1.443012923,1.693971692,1.045661538,1.129314462,2.865112615,2.279542154,1.677241108,1.4409216
17-Nov,48,1.758672,3.05856,2.090016,2.115504,1.01952,12.23424,22.9392,3.56832,3.05856,2.191968,10.1952,1.121472,1.937088,2.29392,1.299888,2.1766752,1.8121968,1.2030336,1.7612208,2.509587692,3.764381538,1.150227692,2.300455385,1.422099692,12.12967385,23.84108308,3.136984615,2.927852308,1.066574769,9.201821538,1.254793846,1.652145231,2.300455385,1.045661538,2.154062769,2.781459692,1.194145477,1.581040246
18-Nov,49,1.503792,2.140992,2.29392,2.140992,1.045008,4.58784,6.11712,2.80368,2.242944,1.835136,6.88176,1.01952,1.707696,21.6648,1.809648,1.7306352,1.4808528,1.0628496,1.6108416,1.526665846,2.71872,1.526665846,2.927852308,1.631232,5.228307692,7.110498462,2.091323077,2.509587692,1.254793846,5.019175385,1.150227692,1.35936,25.93240615,1.108401231,2.112236308,2.237715692,1.269433108,2.055770585
19-Nov,50,1.325376,1.962576,1.937088,10.70496,1.52928,3.05856,4.07808,2.5488,1.886112,1.631232,3.8232,0.943056,1.554768,5.35248,1.01952,2.701728,1.2285216,2.905632,1.5980976,1.693971692,2.71872,1.589405538,13.17533538,3.136984615,4.182646154,4.182646154,1.756711385,2.300455385,1.108401231,2.71872,0.962008615,1.547579077,5.646572308,1.024748308,4.203559385,1.961661046,2.384108308,1.545487754
20-Nov,51,1.197936,3.31344,1.937088,36.70272,1.299888,2.80368,3.31344,2.29392,1.631232,10.45008,2.80368,0.968544,1.452816,2.80368,1.01952,12.285216,1.2718512,1.8045504,1.593,1.401186462,5.855704615,2.300455385,39.73513846,2.300455385,3.555249231,3.346116923,2.070409846,1.652145231,9.285474462,2.509587692,0.878355692,1.944930462,2.091323077,1.003835077,16.39597292,2.009761477,1.520391877,1.355177354
21-Nov,52,1.197936,2.090016,2.013552,8.9208,2.42136,2.5488,2.80368,2.80368,1.376352,5.785776,2.319408,0.943056,1.350864,2.242944,0.968544,3.135024,1.5955488,1.478304,1.554768,1.171140923,2.71872,2.509587692,11.71140923,2.927852308,4.182646154,2.509587692,3.346116923,1.296620308,4.496344615,1.484839385,0.920182154,1.714884923,1.254793846,1.003835077,3.095158154,1.614501415,1.361451323,1.336355446
22-Nov,53,1.223424,1.733184,2.80368,5.60736,2.268432,3.05856,2.446848,9.17568,1.248912,3.593808,3.05856,0.866592,1.2744,2.013552,0.968544,2.1894192,1.2820464,1.5573168,1.5496704,0.836529231,2.300455385,3.346116923,8.365292308,3.136984615,4.810043077,2.71872,9.829218462,1.066574769,3.220637538,3.764381538,0.815616,1.610318769,2.927852308,1.003835077,2.342281846,1.202510769,1.388638523,1.449286892
23-Nov,54,1.14696,1.554768,10.1952,3.8232,1.554768,2.5488,2.268432,4.58784,1.172448,2.67624,6.372,0.815616,1.248912,2.5488,1.095984,1.682208,1.121472,1.3279248,1.4732064,0.773789538,2.509587692,8.783556923,5.646572308,2.300455385,3.136984615,2.927852308,4.810043077,1.066574769,2.802372923,7.947027692,0.878355692,1.610318769,2.509587692,1.129314462,1.083305354,1.166958277,1.315442215,1.744163446
24-Nov,55,1.121472,1.452816,3.8232,3.56832,1.631232,2.191968,2.090016,3.31344,1.121472,2.268432,3.8232,0.943056,1.580256,1.988064,9.17568,1.4171328,1.108728,1.21068,1.452816,0.648310154,2.509587692,3.346116923,5.43744,2.509587692,2.509587692,2.509587692,2.927852308,1.087488,2.446848,3.555249231,0.878355692,1.443012923,1.045661538,11.71140923,0.913908185,1.150227692,1.225515323,1.313350892
25-Nov,56,1.095984,1.937088,2.80368,3.05856,12.99888,1.886112,1.886112,2.80368,2.090016,2.064528,2.29392,1.248912,1.121472,1.860624,8.15616,1.2820464,1.2081312,1.3075344,3.160512,0.752876308,4.391778462,2.300455385,3.973513846,16.31232,2.070409846,2.300455385,2.091323077,2.927852308,2.237715692,1.422099692,0.941095385,1.045661538,1.087488,9.410953846,0.953643323,1.158592985,1.330081477,2.697806769
26-Nov,57,2.242944,2.5488,2.497824,2.446848,4.84272,1.809648,1.809648,3.31344,2.472336,1.988064,2.42136,2.5488,1.095984,1.52928,3.31344,1.2259728,1.9268928,1.4502672,2.854656,1.526665846,4.810043077,1.924017231,2.927852308,5.43744,1.840364308,2.300455385,3.973513846,2.091323077,2.133149538,2.091323077,1.129314462,1.045661538,1.150227692,2.300455385,1.629140677,1.315442215,1.390729846,3.053331692
27-Nov,58,5.0976,1.860624,2.242944,2.217456,2.319408,1.682208,1.758672,12.744,1.503792,3.491856,2.090016,2.472336,1.070496,6.372,2.395872,1.2642048,1.542024,1.363608,2.3296032,3.973513846,3.346116923,0.543744,3.136984615,3.346116923,1.944930462,2.300455385,13.17533538,1.401186462,4.098993231,2.71872,1.129314462,1.045661538,5.43744,1.484839385,1.497387323,1.2506112,1.265250462,1.8759168
28-Nov,59,2.80368,1.9116,2.03904,3.05856,6.372,3.05856,1.758672,4.84272,1.350864,10.144224,1.2744,3.8232,1.070496,2.16648,1.9116,1.9141488,1.2744,1.3738032,2.0186496,2.71872,3.346116923,0.418264615,4.810043077,6.273969231,3.973513846,2.300455385,5.855704615,1.192054154,9.076342154,2.509587692,2.509587692,1.087488,1.673058462,1.254793846,1.9302912,1.206693415,1.338446769,1.405369108
29-Nov,60,1.886112,2.03904,1.988064,14.27328,6.372,12.744,1.682208,3.56832,1.248912,3.8232,1.631232,2.80368,1.172448,1.809648,1.809648,1.3839984,2.013552,1.758672,1.8784656,2.509587692,3.764381538,0.481004308,17.77624615,5.228307692,18.40364308,2.091323077,3.764381538,1.505752615,3.910774154,2.300455385,1.756711385,1.087488,1.024748308,1.171140923,0.899268923,1.457652185,1.543396431,1.367725292
30-Nov,61,1.52928,8.41104,1.886112,4.07808,2.80368,27.52704,1.682208,3.05856,1.223424,9.201168,1.937088,7.13664,1.070496,1.65672,1.707696,1.1698992,10.169712,1.440072,1.7433792,1.777624615,11.71140923,0.878355692,4.810043077,3.136984615,29.90592,2.300455385,2.927852308,1.150227692,8.260726154,2.509587692,9.829218462,0.941095385,1.024748308,1.338446769,0.859533785,11.27223138,1.353086031,1.371907938
1-Dec,62,1.325376,6.372,1.835136,3.05856,8.15616,6.62688,9.94032,2.5488,1.682208,5.148576,15.03792,3.05856,0.994032,1.605744,4.58784,1.4579136,19.804176,1.5777072,1.6745616,1.505752615,8.365292308,0.669223385,4.182646154,8.574424615,8.992689231,10.66574769,2.300455385,1.882190769,4.600910769,14.63926154,1.714884923,0.962008615,1.066574769,2.509587692,0.943186708,17.71350646,1.426282338,1.643779938
2-Dec,63,1.14696,3.05856,1.78416,2.5488,6.11712,3.8232,7.13664,2.344896,1.835136,3.721248,12.744,2.191968,2.5488,1.503792,3.31344,10.32264,7.850304,1.3330224,2.2760784,1.150227692,4.182646154,0.460091077,1.714884923,5.646572308,4.391778462,7.737895385,1.380273231,1.380273231,2.886025846,10.66574769,1.35936,2.71872,1.045661538,1.275707077,10.35204923,8.637164308,1.292437662,1.693971692
