site,wyear,date,doy_wyear,cluster,q_mm,q_mm_cum,snow_dep_m,precip_mm,temp_avg_vwc,pyranometer_watt_m2,use_snow_mm_daily,use_total_mm_daily,temp_avg,temp_max,temp_min,wind_spd_avg
WB,2010,2010-04-06,188,1,13.69816615,609.871635699,1.3716,3.6,6.2,47.5,0,0,NA,16.7,8.3,1.1
RB,2010,2010-04-07,189,1,21.843216,675.68688,1.2191999999999998,1.8,11,117.2,0,0,NA,25.6,7.2,2.4
WB,2010,2010-04-07,189,1,21.85432615,631.725961849,1.2191999999999998,1.8,11,117.2,0,0,NA,25.6,7.2,2.4
RB,2010,2010-04-08,190,1,14.043888,689.730768,1.2191999999999998,0,5.7,37.4,0,0,NA,14.4,8.3,2.2
WB,2010,2010-04-08,190,1,15.16209231,646.888054159,1.2191999999999998,0,5.7,37.4,0,0,NA,14.4,8.3,2.2
RB,2010,2010-04-09,191,1,11.316672,701.04744,1.143,1.8,1,53.1,0,0,NA,10,2.8,1.6
WB,2010,2010-04-09,191,1,12.86163692,659.749691079,1.143,1.8,1,53.1,0,0,NA,10,2.8,1.6
RB,2010,2010-04-10,192,2,6.397488,707.444928,1.143,0,-0.4,193.4,0,0,NA,11.7,1.1,3.8
WB,2010,2010-04-10,192,2,7.528763077,667.278454156,1.143,0,-0.4,193.4,0,0,NA,11.7,1.1,3.8
RB,2010,2010-04-11,193,1,5.35248,712.797408,1.1683999999999999,1.5,1.2,67.6,0,0,NA,12.2,2.2,3
WB,2010,2010-04-11,193,1,6.043923692,673.322377848,1.1683999999999999,1.5,1.2,67.6,0,0,NA,12.2,2.2,3
RB,2010,2010-04-13,195,2,3.644784,720.775152,1.1176,0,3.6,230.9,0,0,NA,13.3,-3.2,1.4
WB,2010,2010-04-13,195,2,4.349952,682.62876554,1.1176,0,3.6,230.9,0,0,NA,13.3,-3.2,1.4
RB,2010,2010-04-14,196,4,3.31344,724.088592,1.0922,0,5.5,236.7,0,0,NA,15.6,-4.3,2.6
WB,2010,2010-04-14,196,4,4.140819692,686.769585232,1.0922,0,5.5,236.7,0,0,NA,15.6,-4.3,2.6
RB,2010,2010-04-15,197,2,3.262464,727.351056,1.0922,0,4.8,208.4,0,0,NA,14.4,-2.1,1.6
WB,2010,2010-04-15,197,2,4.07808,690.847665232,1.0922,0,4.8,208.4,0,0,NA,14.4,-2.1,1.6
RB,2010,2010-04-16,198,1,5.148576,732.499632,1.1683999999999999,15.7,-1.3,10.1,0,0,NA,7.8,0.6,2.2
WB,2010,2010-04-16,198,1,6.023010462,696.870675694,1.1683999999999999,15.7,-1.3,10.1,0,0,NA,7.8,0.6,2.2
RB,2010,2010-04-17,199,1,7.13664,739.636272,1.2446,2,-0.3,27.9,0,0,NA,5.6,1.1,1
WB,2010,2010-04-17,199,1,7.194151385,704.064827079,1.2446,2,-0.3,27.9,0,0,NA,5.6,1.1,1
RB,2010,2010-04-18,200,1,8.844336,748.480608,1.3716,0.3,-0.5,18.9,0,0,NA,6.7,2.2,2.1
WB,2010,2010-04-18,200,1,7.319630769,711.384457848,1.3716,0.3,-0.5,18.9,0,0,NA,6.7,2.2,2.1
RB,2010,2010-04-19,201,2,7.824816,756.305424,1.3716,0.3,1.6,154.9,0,0,NA,11.7,0.6,2.1
WB,2010,2010-04-19,201,2,7.716982154,719.101440002,1.3716,0.3,1.6,154.9,0,0,NA,11.7,0.6,2.1
RB,2010,2010-04-20,202,4,10.806912,767.112336,1.3208,0,7.4,194.2,0,0,NA,17.8,1.7,1.7
WB,2010,2010-04-20,202,4,10.603008,729.704448002,1.3208,0,7.4,194.2,0,0,NA,17.8,1.7,1.7
RB,2010,2010-04-21,203,4,9.17568,776.288016,1.2953999999999999,0,9,203.6,0,0,NA,20,2.8,1.3
WB,2010,2010-04-21,203,4,10.22656985,739.931017852,1.2953999999999999,0,9,203.6,0,0,NA,20,2.8,1.3
RB,2010,2010-04-22,204,4,7.162128,783.450144,1.2191999999999998,0,6.2,212.7,0,0,NA,16.7,0.6,2.7
WB,2010,2010-04-22,204,4,9.327300923,749.258318775,1.2191999999999998,0,6.2,212.7,0,0,NA,16.7,0.6,2.7
RB,2010,2010-04-23,205,2,4.995648,788.445792,1.1938,0,3.5,206.2,0,0,NA,13.9,0.6,NA
WB,2010,2010-04-23,205,2,6.880452923,756.138771698,1.1938,0,3.5,206.2,0,0,NA,13.9,0.6,NA
RB,2010,2010-04-24,206,4,4.001616,792.447408,1.1683999999999999,0,7.8,233.9,0,0,NA,18.3,-2.7,1.2
WB,2010,2010-04-24,206,4,5.458353231,761.597124929,1.1683999999999999,0,7.8,233.9,0,0,NA,18.3,-2.7,1.2
RB,2010,2010-04-26,208,4,3.95064,800.476128,1.1176,0,8.3,199.1,0,0,NA,19.4,0.6,1.3
WB,2010,2010-04-26,208,4,5.751138462,773.183054776,1.1176,0,8.3,199.1,0,0,NA,19.4,0.6,1.3
RB,2010,2010-04-27,209,1,3.8232,804.299328,1.2953999999999999,8.6,-1.1,13.3,0,0,NA,9.4,0,1.2
WB,2010,2010-04-27,209,1,5.249220923,778.432275699,1.2953999999999999,8.6,-1.1,13.3,0,0,NA,9.4,0,1.2
RB,2010,2010-04-28,210,2,3.05856,807.357888,1.6764,2.5,-1.8,36.5,0,0,NA,6.1,-0.5,2.1
WB,2010,2010-04-28,210,2,4.036253538,782.468529237,1.6764,2.5,-1.8,36.5,0,0,NA,6.1,-0.5,2.1
RB,2010,2010-04-29,211,2,2.905632,810.26352,1.5748,0,0,185.2,0,0,NA,10.6,-2.1,4.1
WB,2010,2010-04-29,211,2,3.576162462,786.044691699,1.5748,0,0,185.2,0,0,NA,10.6,-2.1,4.1
RB,2010,2010-04-30,212,4,4.383936,814.647456,1.4731999999999998,0,7,235.8,0,0,NA,17.8,-1.6,1.8
WB,2010,2010-04-30,212,4,4.914609231,790.95930093,1.4731999999999998,0,7,235.8,0,0,NA,17.8,-1.6,1.8
RB,2010,2010-05-01,213,1,7.085664,821.73312,1.4223999999999999,0.5,12.5,150,0,0.00967741935483871,NA,22.8,3.9,0.5
WB,2010,2010-05-01,213,1,7.821548308,798.780849238,1.4223999999999999,0.5,12.5,150,0,0.00967741935483871,NA,22.8,3.9,0.5
RB,2010,2010-05-02,214,4,11.444112,833.177232,1.0668,0,18.6,177.5,0,0.00967741935483871,NA,30,12.2,1.2
WB,2010,2010-05-02,214,4,15.85222892,814.633078158,1.0668,0,18.6,177.5,0,0.00967741935483871,NA,30,12.2,1.2
RB,2010,2010-05-03,215,1,8.997264,842.174496,0.9144,3.6,15.3,62.2,0,0.00967741935483871,NA,23.9,12.8,2.5
WB,2010,2010-05-03,215,1,16.81423754,831.447315698,0.9144,3.6,15.3,62.2,0,0.00967741935483871,NA,23.9,12.8,2.5
RB,2010,2010-05-04,216,1,7.0092,849.183696,0.8128,6.9,9.6,102.7,0,0.00967741935483871,NA,21.1,9.4,2.1
WB,2010,2010-05-04,216,1,13.34264123,844.789956928,0.8128,6.9,9.6,102.7,0,0.00967741935483871,NA,21.1,9.4,2.1
RB,2010,2010-05-05,217,4,4.97016,854.153856,0.7365999999999999,0,11.7,221.4,0,0.00967741935483871,NA,22.8,4.4,1.3
WB,2010,2010-05-05,217,4,9.285474462,854.07543139,0.7365999999999999,0,11.7,221.4,0,0.00967741935483871,NA,22.8,4.4,1.3
RB,2010,2010-05-06,218,1,9.9658079999999991,864.1196640000001,0.6604,13,8.1,88.3,0,0.00967741935483871,NA,18.9,9.4,3.3
WB,2010,2010-05-06,218,1,12.58976492,866.66519631,0.6604,13,8.1,88.3,0,0.00967741935483871,NA,18.9,9.4,3.3
RB,2010,2010-05-07,219,4,5.199552,869.319216,0.635,0.5,4.4,262.7,0,0.00967741935483871,NA,13.9,6.7,3.8
WB,2010,2010-05-07,219,4,6.922279385,873.587475695,0.635,0.5,4.4,262.7,0,0.00967741935483871,NA,13.9,6.7,3.8
RB,2010,2010-05-08,220,1,6.550416,875.869632,0.6095999999999999,8.6,2.6,36.8,0,0.00967741935483871,NA,13.9,3.3,1.2
WB,2010,2010-05-08,220,1,8.093420308,881.680896003,0.6095999999999999,8.6,2.6,36.8,0,0.00967741935483871,NA,13.9,3.3,1.2
RB,2010,2010-05-09,221,1,6.958224,882.827856,0.889,0,-3.5,75,0,0.00967741935483871,NA,3.9,1.1,4.4
WB,2010,2010-05-09,221,1,8.532598154,890.213494157,0.889,0,-3.5,75,0,0.00967741935483871,NA,3.9,1.1,4.4
RB,2010,2010-05-10,222,4,4.58784,887.415696,0.889,0,-3.3,241.4,0,0.00967741935483871,NA,9.4,-1,3.7
WB,2010,2010-05-10,222,4,5.960270769,896.173764926,0.889,0,-3.3,241.4,0,0.00967741935483871,NA,9.4,-1,3.7
RB,2010,2010-05-11,223,4,5.7348,893.150496,0.8635999999999999,0,3.2,259.7,0,0.00967741935483871,NA,15,-3.2,1
WB,2010,2010-05-11,223,4,5.876617846,902.050382772,0.8635999999999999,0,3.2,259.7,0,0.00967741935483871,NA,15,-3.2,1
RB,2010,2010-05-12,224,4,6.728832,899.879328,0.762,0,5.2,166.7,0,0.00967741935483871,NA,16.1,-1,1.4
WB,2010,2010-05-12,224,4,6.336708923,908.387091695,0.762,0,5.2,166.7,0,0.00967741935483871,NA,16.1,-1,1.4
RB,2010,2010-05-13,225,4,5.581872,905.4612,0.6858,0,6.6,270.8,0,0.00967741935483871,NA,17.2,-2.7,1.5
WB,2010,2010-05-13,225,4,5.960270769,914.347362464,0.6858,0,6.6,270.8,0,0.00967741935483871,NA,17.2,-2.7,1.5
RB,2010,2010-05-14,226,1,5.913216,911.374416,0.6604,0.8,6.9,45.5,0,0.00967741935483871,NA,18.3,7.2,0.7
WB,2010,2010-05-14,226,1,6.566754462,920.914116926,0.6604,0.8,6.9,45.5,0,0.00967741935483871,NA,18.3,7.2,0.7
RB,2010,2010-05-15,227,1,5.148576,916.522992,0.6604,1.8,6.4,51.6,0,0.00967741935483871,NA,16.1,7.2,2.6
WB,2010,2010-05-15,227,1,6.922279385,927.836396311,0.6604,1.8,6.4,51.6,0,0.00967741935483871,NA,16.1,7.2,2.6
RB,2010,2010-05-16,228,4,4.231008,920.754,0.5588,0,9.5,281.8,0,0.00967741935483871,NA,20,3.3,2.6
WB,2010,2010-05-16,228,4,6.566754462,934.403150773,0.5588,0,9.5,281.8,0,0.00967741935483871,NA,20,3.3,2.6
RB,2010,2010-05-17,229,4,3.109536,923.863536,0.4826,0,13.5,269.9,0,0.00967741935483871,NA,23.3,0,1.6
WB,2010,2010-05-17,229,4,4.517257846,938.920408619,0.4826,0,13.5,269.9,0,0.00967741935483871,NA,23.3,0,1.6
RB,2010,2010-05-18,230,4,2.574288,926.437824,0.4064,0,14.3,217,0,0.00967741935483871,NA,23.3,3.3,1.1
WB,2010,2010-05-18,230,4,3.868947692,942.789356311,0.4064,0,14.3,217,0,0.00967741935483871,NA,23.3,3.3,1.1
RB,2010,2010-05-19,231,1,2.29392,928.731744,0.35559999999999997,0.5,8.8,80.4,0,0.00967741935483871,NA,16.1,5.6,1.3
WB,2010,2010-05-19,231,1,3.450683077,946.240039388,0.35559999999999997,0.5,8.8,80.4,0,0.00967741935483871,NA,16.1,5.6,1.3
RB,2010,2010-05-20,232,4,2.115504,930.847248,0.2794,0,14.8,246.7,0,0.00967741935483871,NA,26.1,4.4,1.7
WB,2010,2010-05-20,232,4,3.095158154,949.3351975420001,0.2794,0,14.8,246.7,0,0.00967741935483871,NA,26.1,4.4,1.7
RB,2010,2010-05-21,233,4,1.809648,932.656896,0.254,0,14.9,273.4,0,0.00967741935483871,NA,24.4,7.2,1.1
WB,2010,2010-05-21,233,4,2.760546462,952.095744004,0.254,0,14.9,273.4,0,0.00967741935483871,NA,24.4,7.2,1.1
RB,2010,2010-05-22,234,4,1.605744,934.26264,0.2286,0.5,17,171.6,0,0.00967741935483871,NA,27.8,6.1,0.8
WB,2010,2010-05-22,234,4,2.467761231,954.563505235,0.2286,0.5,17,171.6,0,0.00967741935483871,NA,27.8,6.1,0.8
RB,2010,2010-05-23,235,4,1.503792,935.766432,0,0,17,193.9,0,0.00967741935483871,NA,27.8,10,1.3
WB,2010,2010-05-23,235,4,2.258628923,956.822134158,0,0,17,193.9,0,0.00967741935483871,NA,27.8,10,1.3
RB,2010,2010-05-24,236,4,1.40184,937.168272,0,0,19.5,231.2,0,0.00967741935483871,NA,30,11.1,0.7
WB,2010,2010-05-24,236,4,2.049496615,958.871630773,0,0,19.5,231.2,0,0.00967741935483871,NA,30,11.1,0.7
RB,2010,2010-05-25,237,4,1.299888,938.46816,0,0,21.5,266.6,0,0.00967741935483871,NA,31.1,12.2,0.9
WB,2010,2010-05-25,237,4,1.882190769,960.753821542,0,0,21.5,266.6,0,0.00967741935483871,NA,31.1,12.2,0.9
RB,2010,2010-05-26,238,4,1.172448,939.640608,0,0,22.3,255.7,0,0.00967741935483871,NA,31.7,16.1,2
WB,2010,2010-05-26,238,4,1.693971692,962.447793234,0,0,22.3,255.7,0,0.00967741935483871,NA,31.7,16.1,2
RB,2010,2010-05-27,239,4,1.070496,940.711104,0,0,16.2,265.1,0,0.00967741935483871,NA,26.1,8.3,2
WB,2010,2010-05-27,239,4,1.568492308,964.016285542,0,0,16.2,265.1,0,0.00967741935483871,NA,26.1,8.3,2
RB,2010,2010-05-28,240,4,0.994032,941.705136,0,0,15.3,276,0,0.00967741935483871,NA,26.1,5,0.8
WB,2010,2010-05-28,240,4,1.443012923,965.459298465,0,0,15.3,276,0,0.00967741935483871,NA,26.1,5,0.8
RB,2010,2010-05-29,241,4,0.968544,942.67368,0,0.3,15.1,137.9,0,0.00967741935483871,NA,24.4,7.8,0.7
WB,2010,2010-05-29,241,4,1.380273231,966.839571696,0,0.3,15.1,137.9,0,0.00967741935483871,NA,24.4,7.8,0.7
RB,2010,2010-05-30,242,4,0.943056,943.616736,0,0,12.2,186,0,0.00967741935483871,NA,21.1,11.7,2.5
WB,2010,2010-05-30,242,4,1.317533538,968.157105234,0,0,12.2,186,0,0.00967741935483871,NA,21.1,11.7,2.5
RB,2010,2010-05-31,243,4,0.866592,944.483328,0,0,14.3,235,0,0.00967741935483871,NA,25.6,5.6,0.9
WB,2010,2010-05-31,243,4,1.212967385,969.370072619,0,0,14.3,235,0,0.00967741935483871,NA,25.6,5.6,0.9
RB,2010,2010-06-01,244,3,1.427328,945.910656,0,6.6,14.7,43.5,0,0.25666666666666665,NA,22.2,11.7,1.2
WB,2010,2010-06-01,244,3,1.986756923,971.356829542,0,6.6,14.7,43.5,0,0.25666666666666665,NA,22.2,11.7,1.2
RB,2010,2010-06-02,245,3,1.172448,947.083104,0,0,17.1,252.2,0,0.25666666666666665,NA,28.3,11.7,1.4
WB,2010,2010-06-02,245,3,1.254793846,972.611623388,0,0,17.1,252.2,0,0.25666666666666665,NA,28.3,11.7,1.4
RB,2011,2011-03-29,180,3,1.2744,528.62112,2.4638,0,-6.6,151,0,0.49354838709677423,NA,2.2,-9.3,2.3
WB,2011,2011-03-29,180,3,1.484839385,523.228120634,2.4638,0,-6.6,151,0,0.49354838709677423,NA,2.2,-9.3,2.3
RB,2011,2011-03-30,181,3,1.14696,529.7680799999999,2.4383999999999997,0,-2.1,195.6,0,0.49354838709677423,NA,6.7,-5.5,1
WB,2011,2011-03-30,181,3,1.296620308,524.524740942,2.4383999999999997,0,-2.1,195.6,0,0.49354838709677423,NA,6.7,-5.5,1
RB,2011,2011-03-31,182,3,1.095984,530.864064,2.4383999999999997,0,-0.4,116.8,0,0.49354838709677423,NA,8.3,-4.9,0.6
WB,2011,2011-03-31,182,3,1.150227692,525.674968634,2.4383999999999997,0,-0.4,116.8,0,0.49354838709677423,NA,8.3,-4.9,0.6
RB,2011,2011-04-01,183,2,1.070496,531.93456,2.4638,1.5,-3,32.8,0,0,NA,1.7,-0.5,2.4
WB,2011,2011-04-01,183,2,1.463926154,527.138894788,2.4638,1.5,-3,32.8,0,0,NA,1.7,-0.5,2.4
RB,2011,2011-04-02,184,2,1.045008,532.979568,2.4638,0,-2.2,71.6,0,0,NA,8.3,-0.5,2.9
WB,2011,2011-04-02,184,2,1.443012923,528.581907711,2.4638,0,-2.2,71.6,0,0,NA,8.3,-0.5,2.9
RB,2011,2011-04-03,185,2,1.01952,533.999088,2.4892,0,-1.6,224.1,0,0,NA,7.2,-2.7,3.1
WB,2011,2011-04-03,185,2,1.484839385,530.066747096,2.4892,0,-1.6,224.1,0,0,NA,7.2,-2.7,3.1
RB,2011,2011-04-04,186,2,1.299888,535.298976,2.54,5.6,-0.9,10.5,0,0,NA,4.4,-3.8,2.6
WB,2011,2011-04-04,186,2,1.693971692,531.760718788,2.54,5.6,-0.9,10.5,0,0,NA,4.4,-3.8,2.6
RB,2011,2011-04-05,187,2,6.62688,541.925856,2.5145999999999997,2.5,0.2,33.5,0,0,NA,6.1,0,1.6
WB,2011,2011-04-05,187,2,5.228307692,536.98902648,2.5145999999999997,2.5,0.2,33.5,0,0,NA,6.1,0,1.6
RB,2011,2011-04-06,188,2,3.31344,545.239296,2.5907999999999998,0,-5.6,121.5,0,0,NA,3.3,-4.9,2.1
WB,2011,2011-04-06,188,2,3.555249231,540.544275711,2.5907999999999998,0,-5.6,121.5,0,0,NA,3.3,-4.9,2.1
RB,2011,2011-04-07,189,2,2.16648,547.405776,2.54,0,-3.5,232.9,0,0,NA,7.2,-8.2,1.1
WB,2011,2011-04-07,189,2,2.509587692,543.053863403,2.54,0,-3.5,232.9,0,0,NA,7.2,-8.2,1.1
RB,2011,2011-04-08,190,2,2.03904,549.444816,2.54,0,0.9,218.1,0,0,NA,10.6,-7.7,0.5
WB,2011,2011-04-08,190,2,2.71872,545.772583403,2.54,0,0.9,218.1,0,0,NA,10.6,-7.7,0.5
RB,2011,2011-04-09,191,2,2.80368,552.248496,2.54,0,4.7,207.5,0,0,NA,14.4,-4.9,0.6
WB,2011,2011-04-09,191,2,4.182646154,549.9552295569999,2.54,0,4.7,207.5,0,0,NA,14.4,-4.9,0.6
RB,2011,2011-04-11,193,1,33.1344,592.774416,2.286,16.8,8,36.7,0,0,NA,19.4,6.1,2.7
WB,2011,2011-04-11,193,1,35.97075692,595.336940323,2.286,16.8,8,36.7,0,0,NA,19.4,6.1,2.7
RB,2011,2011-04-12,194,2,25.23312,618.007536,2.1336,0,3.8,214.5,0,0,NA,13.3,1.1,2.9
WB,2011,2011-04-12,194,2,25.723273850000002,621.060214173,2.1336,0,3.8,214.5,0,0,NA,13.3,1.1,2.9
RB,2011,2011-04-13,195,2,12.99888,631.006416,2.1082,2.5,0.9,25.2,0,0,NA,9.4,1.1,1
WB,2011,2011-04-13,195,2,11.50227692,632.562491093,2.1082,2.5,0.9,25.2,0,0,NA,9.4,1.1,1
RB,2011,2011-04-14,196,2,11.21472,642.221136,2.1082,0,-0.8,53.9,0,0,NA,8.9,-1.6,2.2
WB,2011,2011-04-14,196,2,9.410953846,641.9734449389999,2.1082,0,-0.8,53.9,0,0,NA,8.9,-1.6,2.2
RB,2011,2011-04-15,197,2,8.15616,650.377296,2.1082,0,-3.8,239.2,0,0,NA,5.6,-4.9,1.3
WB,2011,2011-04-15,197,2,7.528763077,649.5022080159999,2.1082,0,-3.8,239.2,0,0,NA,5.6,-4.9,1.3
RB,2011,2011-04-16,198,2,5.60736,655.984656,2.1082,4.8,-3.3,61.6,0,0,NA,5.6,-4.3,2.9
WB,2011,2011-04-16,198,2,5.855704615,655.357912631,2.1082,4.8,-3.3,61.6,0,0,NA,5.6,-4.3,2.9
RB,2011,2011-04-17,199,2,12.99888,668.983536,2.0574,9.9,-0.1,78.4,0,0,NA,8.9,2.2,2.9
WB,2011,2011-04-17,199,2,11.29314462,666.651057251,2.0574,9.9,-0.1,78.4,0,0,NA,8.9,2.2,2.9
RB,2011,2011-04-18,200,2,8.66592,677.649456,2.0574,0,-2,121,0,0,NA,8.9,1.1,2.8
WB,2011,2011-04-18,200,2,7.528763077,674.179820328,2.0574,0,-2,121,0,0,NA,8.9,1.1,2.8
RB,2011,2011-04-19,201,2,6.11712,683.766576,2.0574,0,0.2,209,0,0,NA,10,1.1,2.6
WB,2011,2011-04-19,201,2,6.273969231,680.453789559,2.0574,0,0.2,209,0,0,NA,10,1.1,2.6
RB,2011,2011-04-20,202,1,10.70496,694.471536,2.0574,18,-0.2,10.2,0,0,NA,7.8,1.1,2.7
WB,2011,2011-04-20,202,1,9.410953846,689.864743405,2.0574,18,-0.2,10.2,0,0,NA,7.8,1.1,2.7
RB,2011,2011-04-21,203,2,11.21472,705.686256,2.0827999999999998,0,-3.7,45.7,0,0,NA,6.7,-2.7,3.1
WB,2011,2011-04-21,203,2,9.829218462,699.693961867,2.0827999999999998,0,-3.7,45.7,0,0,NA,6.7,-2.7,3.1
RB,2011,2011-04-22,204,2,6.62688,712.313136,2.0827999999999998,0,1.9,223.8,0,0,NA,12.2,-4.9,1.1
WB,2011,2011-04-22,204,2,6.692233846,706.386195713,2.0827999999999998,0,1.9,223.8,0,0,NA,12.2,-4.9,1.1
RB,2011,2011-04-23,205,2,5.86224,718.175376,2.1082,2.5,-0.1,23.5,0,0,NA,6.7,1.7,4.7
WB,2011,2011-04-23,205,2,6.064836923,712.451032636,2.1082,2.5,-0.1,23.5,0,0,NA,6.7,1.7,4.7
RB,2011,2011-04-24,206,2,10.45008,728.625456,2.0574,0,5.4,144.6,0,0,NA,15,2.2,1.6
WB,2011,2011-04-24,206,2,9.410953846,721.861986482,2.0574,0,5.4,144.6,0,0,NA,15,2.2,1.6
RB,2011,2011-04-25,207,2,14.78304,743.408496,2.0065999999999997,1,6.8,168.1,0,0,NA,18.3,2.2,1.1
WB,2011,2011-04-25,207,2,12.54793846,734.409924942,2.0065999999999997,1,6.8,168.1,0,0,NA,18.3,2.2,1.1
RB,2011,2011-04-26,208,1,30.5856,773.994096,1.9558,47.8,7.5,39.1,0,0,NA,14.4,9.4,1
WB,2011,2011-04-26,208,1,35.34336,769.7532849419999,1.9558,47.8,7.5,39.1,0,0,NA,14.4,9.4,1
RB,2011,2011-04-27,209,1,56.0736,830.067696,1.8541999999999998,2,12.9,157.4,0,0,NA,27.2,11.7,3.1
WB,2011,2011-04-27,209,1,93.48214154,863.235426482,1.8541999999999998,2,12.9,157.4,0,0,NA,27.2,11.7,3.1
RB,2011,2011-04-28,210,1,42.31008,872.377776,1.524,13,10.7,70.2,0,0,NA,22.8,7.2,1.7
WB,2011,2011-04-28,210,1,79.05201231,942.287438792,1.524,13,10.7,70.2,0,0,NA,22.8,7.2,1.7
RB,2011,2011-04-29,211,2,17.33184,889.709616,1.524,0,4.7,122.5,0,0,NA,15.6,2.8,1.7
WB,2011,2011-04-29,211,2,28.44199385,970.729432642,1.524,0,4.7,122.5,0,0,NA,15.6,2.8,1.7
RB,2011,2011-04-30,212,2,11.97936,901.688976,1.524,0.8,4,252.5,0,0,NA,14.4,2.2,2.8
WB,2011,2011-04-30,212,2,20.07670154,990.8061341819999,1.524,0.8,4,252.5,0,0,NA,14.4,2.2,2.8
RB,2011,2011-05-01,213,4,9.17568,910.864656,1.3716,0,9,251.5,0,0.00967741935483871,NA,22.2,-1,0.5
WB,2011,2011-05-01,213,4,16.10318769,1006.909321872,1.3716,0,9,251.5,0,0.00967741935483871,NA,22.2,-1,0.5
RB,2011,2011-05-02,214,4,9.43056,920.295216,1.27,0,8.6,150.6,0,0.00967741935483871,NA,22.2,6.7,2.1
WB,2011,2011-05-02,214,4,17.35798154,1024.267303412,1.27,0,8.6,150.6,0,0.00967741935483871,NA,22.2,6.7,2.1
RB,2011,2011-05-03,215,1,12.744,933.039216,1.2446,8.6,8.1,19.5,0,0.00967741935483871,NA,15.6,9.4,0.9
WB,2011,2011-05-03,215,1,24.05021538,1048.3175187919999,1.2446,8.6,8.1,19.5,0,0.00967741935483871,NA,15.6,9.4,0.9
RB,2011,2011-05-04,216,1,21.91968,954.958896,1.1938,6.6,3.4,48.1,0,0.00967741935483871,NA,12.2,5.6,2.3
WB,2011,2011-05-04,216,1,35.76162462,1084.079143412,1.1938,6.6,3.4,48.1,0,0.00967741935483871,NA,12.2,5.6,2.3
RB,2011,2011-05-05,217,1,14.27328,969.232176,1.27,0.5,-0.4,64.9,0,0.00967741935483871,NA,7.8,3.3,2.9
WB,2011,2011-05-05,217,1,20.07670154,1104.155844952,1.27,0.5,-0.4,64.9,0,0.00967741935483871,NA,7.8,3.3,2.9
RB,2011,2011-05-06,218,2,9.94032,979.172496,1.3208,0,3.1,107.8,0,0.00967741935483871,NA,16.7,2.2,1.5
WB,2011,2011-05-06,218,2,14.01186462,1118.167709572,1.3208,0,3.1,107.8,0,0.00967741935483871,NA,16.7,2.2,1.5
RB,2011,2011-05-07,219,4,8.15616,987.328656,1.3208,0,8.5,203.9,0,0.00967741935483871,NA,18.9,3.9,1.7
WB,2011,2011-05-07,219,4,13.17533538,1131.343044952,1.3208,0,8.5,203.9,0,0.00967741935483871,NA,18.9,3.9,1.7
RB,2011,2011-05-08,220,2,6.372,993.700656,1.2191999999999998,0,6.4,127.3,0,0.00967741935483871,NA,16.1,2.8,1.1
WB,2011,2011-05-08,220,2,11.50227692,1142.8453218719999,1.2191999999999998,0,6.4,127.3,0,0.00967741935483871,NA,16.1,2.8,1.1
RB,2011,2011-05-09,221,4,5.35248,999.053136,1.1176,0,6,203.7,0,0.00967741935483871,NA,17.8,2.8,3.4
WB,2011,2011-05-09,221,4,10.24748308,1153.092804952,1.1176,0,6,203.7,0,0.00967741935483871,NA,17.8,2.8,3.4
RB,2011,2011-05-10,222,4,5.0976,1004.1507359999999,1.0413999999999999,0,7.4,248.3,0,0.00967741935483871,NA,18.9,-0.5,2.4
WB,2011,2011-05-10,222,4,10.87488,1163.967684952,1.0413999999999999,0,7.4,248.3,0,0.00967741935483871,NA,18.9,-0.5,2.4
RB,2011,2011-05-11,223,4,4.84272,1008.993456,0.9905999999999999,0,8.5,209.2,0,0.00967741935483871,NA,20,6.1,1.8
WB,2011,2011-05-11,223,4,11.50227692,1175.4699618719999,0.9905999999999999,0,8.5,209.2,0,0.00967741935483871,NA,20,6.1,1.8
RB,2011,2011-05-12,224,4,4.33296,1013.326416,0.9398,0,11.2,266.1,0,0.00967741935483871,NA,23.9,1.1,0.8
WB,2011,2011-05-12,224,4,10.24748308,1185.717444952,0.9398,0,11.2,266.1,0,0.00967741935483871,NA,23.9,1.1,0.8
RB,2011,2011-05-13,225,4,4.33296,1017.659376,0.9144,0,14.4,237.2,0,0.00967741935483871,NA,26.1,5.6,1
WB,2011,2011-05-13,225,4,10.87488,1196.592324952,0.9144,0,14.4,237.2,0,0.00967741935483871,NA,26.1,5.6,1
RB,2011,2011-05-14,226,1,5.0976,1022.756976,0.889,7.1,10.9,53.6,0,0.00967741935483871,NA,19.4,12.8,0.9
WB,2011,2011-05-14,226,1,12.33880615,1208.9311311019999,0.889,7.1,10.9,53.6,0,0.00967741935483871,NA,19.4,12.8,0.9
RB,2011,2011-05-15,227,1,17.07696,1039.833936,0.6604,23.1,7.1,14.3,0,0.00967741935483871,NA,13.3,8.9,1.9
WB,2011,2011-05-15,227,1,26.97806769,1235.9091987919999,0.6604,23.1,7.1,14.3,0,0.00967741935483871,NA,13.3,8.9,1.9
RB,2011,2011-05-16,228,1,20.64528,1060.479216,0.5841999999999999,9.7,5.7,18.6,0,0.00967741935483871,NA,11.7,8.3,0.8
WB,2011,2011-05-16,228,1,29.90592,1265.815118792,0.5841999999999999,9.7,5.7,18.6,0,0.00967741935483871,NA,11.7,8.3,0.8
RB,2011,2011-05-17,229,1,11.72448,1072.203696,0.5841999999999999,0,8.6,62.7,0,0.00967741935483871,NA,16.1,8.9,0.5
